CSID,CaseID,CSType,CSDate,CourtID,JudgeName
14672,49828,C,2025-09-03,4,Shri T.G. Rao
14673,392,B,2026-06-08,5,Smt. N. Hegde
14674,483,B,2026-06-30,4,Smt. P. Sridevi
14675,2648,B,2026-06-30,4,Smt. N. Hegde
14676,2650,C,2026-06-30,4,Smt. N. Hegde
14677,3522,A,2026-06-30,5,Shri M.V. Reddy
14678,3661,B,2026-03-04,4,Shri S.R. Naik
14679,4697,A,2026-06-30,5,Smt. N. Hegde
14680,5047,B,2026-06-30,5,Shri R.K. Kulkarni
14681,5758,B,2026-06-30,4,Shri P.K. Sharma
14682,7937,B,2026-06-30,5,Shri S.R. Naik
14683,9679,B,2026-06-30,5,Shri S.R. Naik
14684,11231,B,2026-06-30,5,Smt. N. Hegde
14685,13512,B,2026-05-06,5,Smt. V. Patil
14686,14259,C,2026-05-11,4,Smt. D. Savitha
14687,16050,B,2026-06-30,5,Smt. J. Anitha
14688,16311,B,2026-06-30,5,Smt. K. Latha
14689,17380,A,2026-06-30,4,Shri B.N. Prasad
14690,18662,B,2026-05-12,4,Smt. P. Sridevi
14691,19246,A,2026-06-30,4,Shri M.V. Reddy
14692,19821,C,2026-06-30,5,Smt. D. Savitha
14693,21097,B,2026-05-28,4,Smt. J. Anitha
14694,22507,B,2026-06-27,5,Shri R.K. Kulkarni
14695,25505,A,2026-06-30,5,Shri A. Krishnamurthy
14696,27031,B,2026-02-26,5,Smt. D. Savitha
14697,28996,A,2026-05-07,4,Smt. D. Savitha
14698,29854,B,2026-06-30,5,Shri Y. Manjunath
14699,34391,C,2026-06-30,4,Shri S.R. Naik
14700,37116,B,2026-06-30,4,Smt. P. Sridevi
14701,38055,B,2026-06-30,5,Smt. P. Sridevi
14702,38282,B,2026-06-30,4,Shri M.V. Reddy
14703,39745,B,2026-05-12,4,Shri P.K. Sharma
14704,40715,A,2026-06-30,5,Smt. R. Sumathi
14705,41630,B,2026-03-20,5,Smt. P. Sridevi
14706,43232,A,2026-06-30,4,Smt. J. Anitha
14707,46044,B,2026-06-30,5,Shri S.R. Naik
14708,48224,A,2026-06-26,4,Shri A. Krishnamurthy
14709,49266,B,2026-06-30,4,Shri T.G. Rao
14710,5890,A,2024-01-30,5,Shri A. Krishnamurthy
14711,27711,A,2024-01-20,4,Shri A. Krishnamurthy
14712,47422,A,2024-02-09,4,Shri M.V. Reddy
14713,48977,B,2023-10-24,4,Smt. J. Anitha
14714,4368,B,2025-05-21,5,Shri R.K. Kulkarni
14715,9879,A,2024-07-15,5,Shri T.G. Rao
14716,27229,C,2024-10-19,4,Smt. K. Latha
14717,5627,B,2025-10-03,5,Smt. V. Patil
14718,13526,B,2025-04-22,4,Shri B.N. Prasad
14719,19832,B,2025-04-15,4,Shri A. Krishnamurthy
14720,21308,B,2025-04-27,5,Smt. J. Anitha
14721,27606,B,2025-12-02,4,Shri P.K. Sharma
14722,33595,A,2026-04-30,4,Smt. N. Hegde
14723,35916,C,2025-06-19,4,Smt. D. Savitha
14724,11515,A,2026-06-30,4,Shri S.R. Naik
14725,49288,C,2026-06-30,4,Smt. R. Sumathi
14726,5866,B,2024-02-09,4,Shri R.K. Kulkarni
14727,21439,B,2024-02-29,5,Smt. V. Patil
14728,26994,B,2024-01-28,4,Smt. V. Patil
14729,39549,B,2023-07-11,4,Smt. P. Sridevi
14730,40580,A,2024-01-19,5,Shri A. Krishnamurthy
14731,42319,A,2024-04-03,4,Shri A. Krishnamurthy
14732,43601,A,2023-07-17,4,Shri M.V. Reddy
14733,46473,A,2023-11-20,5,Shri A. Krishnamurthy
14734,46841,B,2023-10-21,4,Smt. V. Patil
14735,7432,B,2024-10-08,5,Shri A. Krishnamurthy
14736,8019,C,2024-09-24,4,Smt. P. Sridevi
14737,9819,C,2025-03-25,4,Shri M.V. Reddy
14738,17056,B,2024-11-22,4,Shri T.G. Rao
14739,18430,B,2024-07-18,4,Shri Y. Manjunath
14740,19754,B,2024-12-09,5,Smt. R. Sumathi
14741,27701,C,2024-12-24,5,Shri B.N. Prasad
14742,29270,A,2024-07-11,4,Smt. R. Sumathi
14743,45030,B,2024-11-01,5,Shri M.V. Reddy
14744,46127,A,2024-04-18,5,Shri A. Krishnamurthy
14745,7882,B,2025-06-19,5,Shri T.G. Rao
14746,8012,B,2025-11-11,4,Shri Y. Manjunath
14747,14445,B,2025-11-17,5,Smt. J. Anitha
14748,14918,B,2025-05-14,4,Shri B.N. Prasad
14749,22936,A,2026-01-30,4,Smt. K. Latha
14750,27681,A,2025-09-07,5,Shri M.V. Reddy
14751,36497,A,2025-10-11,5,Shri T.G. Rao
14752,47079,B,2025-12-25,4,Shri R.K. Kulkarni
14753,6302,B,2026-04-13,5,Shri S.R. Naik
14754,14551,C,2026-06-30,4,Smt. J. Anitha
14755,16283,B,2026-06-30,4,Smt. K. Latha
14756,23573,B,2026-06-05,4,Smt. R. Sumathi
14757,25115,A,2026-06-30,5,Shri Y. Manjunath
14758,47232,A,2024-01-15,4,Smt. N. Hegde
14759,7015,A,2024-05-07,5,Smt. J. Anitha
14760,25144,B,2024-06-28,5,Smt. D. Savitha
14761,29133,B,2024-03-28,5,Smt. N. Hegde
14762,29406,B,2024-05-14,4,Shri S.R. Naik
14763,33811,A,2024-10-28,5,Shri A. Krishnamurthy
14764,1535,A,2025-07-19,4,Smt. V. Patil
14765,7415,B,2025-03-12,4,Shri B.N. Prasad
14766,22146,A,2025-10-24,5,Shri B.N. Prasad
14767,29559,B,2025-08-10,5,Shri S.R. Naik
14768,31279,C,2025-06-14,5,Smt. V. Patil
14769,4476,B,2026-06-30,5,Smt. K. Latha
14770,6091,B,2026-06-30,4,Shri Y. Manjunath
14771,526,B,2023-11-21,5,Smt. D. Savitha
14772,692,B,2024-03-21,4,Shri Y. Manjunath
14773,3719,B,2023-06-11,5,Smt. P. Sridevi
14774,4830,A,2024-02-14,5,Smt. R. Sumathi
14775,5249,C,2024-02-03,4,Smt. D. Savitha
14776,5914,B,2024-01-03,5,Smt. J. Anitha
14777,7302,B,2024-05-29,4,Smt. V. Patil
14778,7898,B,2023-06-28,4,Shri P.K. Sharma
14779,8290,A,2024-05-11,4,Shri R.K. Kulkarni
14780,9509,B,2023-11-18,4,Shri P.K. Sharma
14781,9999,B,2023-09-05,4,Shri B.N. Prasad
14782,10219,A,2023-05-28,5,Shri S.R. Naik
14783,10992,A,2023-06-14,5,Smt. K. Latha
14784,11025,C,2024-02-07,4,Smt. P. Sridevi
14785,12901,A,2024-02-17,4,Shri A. Krishnamurthy
14786,13124,B,2024-02-19,5,Shri T.G. Rao
14787,14289,C,2024-01-12,5,Smt. P. Sridevi
14788,14837,B,2024-01-01,4,Shri M.V. Reddy
14789,15051,B,2023-03-10,5,Shri R.K. Kulkarni
14790,15213,B,2023-06-11,4,Smt. J. Anitha
14791,15338,B,2023-11-08,4,Shri B.N. Prasad
14792,15772,B,2024-01-15,5,Shri P.K. Sharma
14793,16389,B,2024-06-22,4,Smt. N. Hegde
14794,16850,A,2024-03-12,5,Shri S.R. Naik
14795,17354,C,2024-04-04,5,Shri T.G. Rao
14796,19191,B,2023-10-29,5,Shri S.R. Naik
14797,19912,A,2024-02-02,5,Smt. P. Sridevi
14798,20706,B,2024-04-10,5,Shri Y. Manjunath
14799,21224,B,2023-08-22,4,Shri T.G. Rao
14800,21598,A,2024-03-12,4,Smt. V. Patil
14801,21806,B,2023-06-01,4,Smt. V. Patil
14802,22468,A,2023-04-12,4,Smt. P. Sridevi
14803,24008,B,2023-06-28,5,Shri A. Krishnamurthy
14804,24223,C,2023-03-27,5,Shri P.K. Sharma
14805,24324,B,2023-06-30,4,Smt. K. Latha
14806,24462,B,2023-03-24,4,Shri S.R. Naik
14807,26013,A,2023-05-12,5,Smt. J. Anitha
14808,26269,B,2023-06-18,4,Shri T.G. Rao
14809,26619,B,2024-05-09,4,Shri M.V. Reddy
14810,27901,B,2023-04-10,4,Shri M.V. Reddy
14811,29080,B,2023-08-10,5,Smt. J. Anitha
14812,29570,C,2023-03-27,4,Smt. D. Savitha
14813,29623,A,2023-11-12,4,Shri S.R. Naik
14814,29948,B,2023-12-08,4,Smt. K. Latha
14815,30496,B,2023-07-03,4,Shri P.K. Sharma
14816,30642,A,2024-04-09,5,Shri P.K. Sharma
14817,30834,A,2023-08-13,5,Shri P.K. Sharma
14818,31984,C,2024-05-10,5,Shri R.K. Kulkarni
14819,33564,A,2023-08-05,5,Smt. N. Hegde
14820,33751,B,2023-09-14,5,Smt. N. Hegde
14821,33956,A,2024-02-29,4,Smt. N. Hegde
14822,34015,B,2023-08-24,5,Shri B.N. Prasad
14823,35403,B,2023-11-06,5,Shri B.N. Prasad
14824,37159,A,2024-04-25,5,Shri M.V. Reddy
14825,37468,C,2023-09-11,5,Smt. R. Sumathi
14826,37647,A,2023-10-26,5,Smt. J. Anitha
14827,38308,C,2024-02-22,5,Shri S.R. Naik
14828,39332,B,2023-08-11,4,Smt. D. Savitha
14829,40677,B,2023-07-28,5,Shri T.G. Rao
14830,40954,B,2024-03-30,4,Shri M.V. Reddy
14831,42070,C,2023-06-30,5,Smt. V. Patil
14832,42678,B,2024-05-16,5,Smt. V. Patil
14833,42874,B,2024-02-25,4,Smt. P. Sridevi
14834,43012,A,2023-09-28,4,Smt. D. Savitha
14835,43031,B,2023-11-28,4,Smt. V. Patil
14836,43170,B,2023-09-07,5,Smt. D. Savitha
14837,43862,B,2023-02-10,5,Shri R.K. Kulkarni
14838,45145,A,2023-07-26,5,Shri B.N. Prasad
14839,45339,B,2023-12-30,5,Smt. D. Savitha
14840,46288,B,2024-04-06,5,Smt. P. Sridevi
14841,46869,C,2024-01-30,5,Shri A. Krishnamurthy
14842,47328,A,2024-05-16,4,Smt. D. Savitha
14843,48900,B,2023-04-20,5,Shri P.K. Sharma
14844,49056,A,2024-01-08,5,Smt. K. Latha
14845,49689,B,2023-03-23,5,Shri Y. Manjunath
14846,49800,B,2024-02-21,5,Shri T.G. Rao
14847,19,C,2024-07-27,4,Smt. J. Anitha
14848,232,A,2024-10-04,5,Shri M.V. Reddy
14849,307,C,2024-11-06,5,Shri R.K. Kulkarni
14850,744,A,2024-07-28,5,Smt. V. Patil
14851,955,C,2024-07-05,5,Shri B.N. Prasad
14852,1702,B,2024-05-07,4,Shri R.K. Kulkarni
14853,2283,B,2025-02-15,4,Shri P.K. Sharma
14854,2495,B,2024-07-16,4,Smt. P. Sridevi
14855,3980,C,2024-04-08,5,Shri S.R. Naik
14856,4415,B,2025-04-30,4,Shri B.N. Prasad
14857,6148,B,2024-12-10,5,Smt. D. Savitha
14858,10126,B,2024-12-13,5,Shri R.K. Kulkarni
14859,11822,B,2024-09-22,4,Shri S.R. Naik
14860,12435,B,2025-03-22,5,Smt. V. Patil
14861,12491,B,2025-04-04,4,Smt. R. Sumathi
14862,12864,B,2025-02-11,5,Shri Y. Manjunath
14863,13538,B,2025-01-31,4,Shri S.R. Naik
14864,14074,C,2024-12-25,4,Smt. D. Savitha
14865,14372,A,2024-08-14,5,Shri A. Krishnamurthy
14866,16742,C,2025-03-07,4,Smt. D. Savitha
14867,17163,A,2024-06-09,5,Shri P.K. Sharma
14868,17862,B,2024-12-25,5,Shri P.K. Sharma
14869,18127,B,2025-02-18,4,Shri R.K. Kulkarni
14870,19409,B,2024-05-20,5,Smt. D. Savitha
14871,19559,A,2024-08-10,5,Smt. D. Savitha
14872,21270,C,2024-10-26,5,Shri R.K. Kulkarni
14873,21734,B,2025-03-10,4,Smt. K. Latha
14874,21995,A,2024-06-13,5,Shri M.V. Reddy
14875,24586,A,2025-02-12,5,Shri B.N. Prasad
14876,25604,B,2024-12-06,5,Shri S.R. Naik
14877,26072,A,2024-07-26,4,Shri T.G. Rao
14878,26152,A,2024-11-09,5,Smt. V. Patil
14879,26228,B,2024-08-30,4,Shri T.G. Rao
14880,26942,A,2024-10-30,4,Smt. N. Hegde
14881,27236,B,2024-08-03,4,Shri A. Krishnamurthy
14882,28362,C,2024-05-27,5,Shri P.K. Sharma
14883,28835,B,2024-12-03,4,Shri T.G. Rao
14884,29230,B,2024-07-16,4,Shri T.G. Rao
14885,30735,B,2024-09-04,5,Shri A. Krishnamurthy
14886,30791,B,2024-02-21,5,Shri B.N. Prasad
14887,31447,A,2025-03-25,5,Shri S.R. Naik
14888,31654,B,2024-05-28,4,Shri R.K. Kulkarni
14889,32712,B,2025-06-14,4,Smt. K. Latha
14890,33034,B,2024-11-25,4,Smt. N. Hegde
14891,33756,A,2024-09-21,4,Shri S.R. Naik
14892,33783,A,2024-12-08,4,Shri A. Krishnamurthy
14893,33869,A,2025-04-03,4,Shri R.K. Kulkarni
14894,33954,B,2024-11-23,5,Shri B.N. Prasad
14895,33981,A,2024-12-29,5,Smt. N. Hegde
14896,34236,B,2025-03-11,4,Shri A. Krishnamurthy
14897,34277,B,2024-09-01,5,Smt. V. Patil
14898,34279,B,2025-03-21,4,Shri P.K. Sharma
14899,34418,B,2025-01-11,5,Smt. P. Sridevi
14900,34509,B,2024-10-19,4,Smt. V. Patil
14901,34751,A,2024-08-15,4,Shri P.K. Sharma
14902,34951,B,2025-02-24,5,Smt. N. Hegde
14903,37209,B,2024-07-31,4,Smt. D. Savitha
14904,37363,B,2024-06-08,5,Shri T.G. Rao
14905,37787,B,2024-09-28,5,Smt. D. Savitha
14906,38039,B,2024-03-06,4,Shri S.R. Naik
14907,38043,C,2025-03-15,4,Shri M.V. Reddy
14908,39106,C,2024-10-22,4,Shri A. Krishnamurthy
14909,39774,B,2024-09-02,5,Shri M.V. Reddy
14910,39839,A,2024-07-25,5,Smt. P. Sridevi
14911,40465,B,2025-01-03,4,Shri S.R. Naik
14912,40481,B,2025-06-14,4,Smt. N. Hegde
14913,41082,B,2024-06-15,4,Shri P.K. Sharma
14914,41478,B,2024-09-23,4,Smt. D. Savitha
14915,41925,A,2025-01-17,4,Shri M.V. Reddy
14916,42204,B,2024-08-11,5,Shri Y. Manjunath
14917,42359,A,2024-07-16,5,Smt. V. Patil
14918,43150,A,2024-09-21,5,Shri A. Krishnamurthy
14919,43781,B,2024-09-12,4,Shri S.R. Naik
14920,44013,A,2024-07-21,5,Smt. K. Latha
14921,44340,A,2024-03-25,4,Shri A. Krishnamurthy
14922,44356,C,2024-12-13,4,Shri T.G. Rao
14923,44887,B,2024-10-19,4,Shri A. Krishnamurthy
14924,45055,B,2025-01-03,5,Shri P.K. Sharma
14925,45103,A,2024-10-25,4,Smt. N. Hegde
14926,45761,A,2024-07-11,5,Smt. D. Savitha
14927,46071,B,2025-02-12,4,Shri A. Krishnamurthy
14928,46327,B,2024-08-02,4,Smt. D. Savitha
14929,46506,A,2025-03-12,4,Smt. D. Savitha
14930,46860,A,2024-09-09,5,Smt. R. Sumathi
14931,47855,B,2024-12-12,4,Shri T.G. Rao
14932,47902,A,2025-03-29,4,Smt. P. Sridevi
14933,47997,A,2025-03-08,4,Shri S.R. Naik
14934,48174,C,2025-03-12,4,Shri B.N. Prasad
14935,48601,B,2024-12-10,4,Smt. D. Savitha
14936,491,A,2025-08-21,5,Shri P.K. Sharma
14937,1064,A,2025-07-12,5,Smt. D. Savitha
14938,1974,A,2025-08-06,5,Smt. V. Patil
14939,2130,B,2025-04-29,4,Smt. D. Savitha
14940,2947,A,2025-09-21,4,Shri M.V. Reddy
14941,3032,A,2025-12-04,5,Smt. R. Sumathi
14942,3301,B,2026-01-23,4,Shri M.V. Reddy
14943,3352,A,2026-01-31,4,Shri S.R. Naik
14944,3820,A,2025-07-01,4,Shri P.K. Sharma
14945,4045,B,2025-10-31,5,Shri R.K. Kulkarni
14946,5171,B,2026-03-19,5,Smt. R. Sumathi
14947,5266,A,2026-01-06,5,Smt. V. Patil
14948,5360,B,2025-06-11,4,Shri B.N. Prasad
14949,5596,B,2025-10-10,4,Shri S.R. Naik
14950,7126,A,2026-02-05,5,Shri R.K. Kulkarni
14951,7842,A,2026-04-22,5,Smt. D. Savitha
14952,8409,A,2026-05-19,4,Shri P.K. Sharma
14953,9276,A,2026-01-07,4,Shri A. Krishnamurthy
14954,9313,A,2025-05-06,4,Smt. R. Sumathi
14955,9470,B,2025-07-03,4,Shri B.N. Prasad
14956,9527,B,2026-02-12,4,Smt. V. Patil
14957,9906,B,2025-12-31,4,Shri T.G. Rao
14958,10744,B,2025-12-28,5,Shri T.G. Rao
14959,11072,B,2026-01-19,4,Smt. D. Savitha
14960,11142,A,2025-08-09,5,Shri A. Krishnamurthy
14961,11593,B,2025-05-24,5,Shri M.V. Reddy
14962,12747,C,2025-11-30,4,Smt. J. Anitha
14963,13975,B,2025-12-08,5,Smt. P. Sridevi
14964,14010,B,2026-01-29,4,Shri P.K. Sharma
14965,15721,A,2025-05-27,5,Shri Y. Manjunath
14966,16109,B,2025-10-28,5,Shri S.R. Naik
14967,16356,B,2026-03-16,4,Smt. J. Anitha
14968,16731,B,2026-01-09,5,Shri M.V. Reddy
14969,16908,A,2026-01-26,5,Shri S.R. Naik
14970,17716,A,2026-04-04,5,Shri P.K. Sharma
14971,17875,B,2025-09-13,4,Shri Y. Manjunath
14972,17939,B,2025-07-09,4,Shri M.V. Reddy
14973,20206,A,2025-05-31,5,Smt. P. Sridevi
14974,20623,B,2026-03-27,4,Smt. V. Patil
14975,21623,B,2025-05-12,4,Smt. P. Sridevi
14976,21925,B,2025-07-26,5,Shri B.N. Prasad
14977,22168,B,2025-05-16,4,Smt. P. Sridevi
14978,22352,B,2025-08-19,4,Smt. D. Savitha
14979,23206,B,2025-10-26,5,Shri A. Krishnamurthy
14980,23555,B,2025-05-22,5,Smt. N. Hegde
14981,25083,B,2025-07-26,4,Smt. R. Sumathi
14982,25316,B,2025-12-03,5,Smt. V. Patil
14983,26182,B,2025-05-12,5,Shri M.V. Reddy
14984,27248,A,2025-07-07,4,Smt. J. Anitha
14985,27601,C,2025-07-16,4,Shri A. Krishnamurthy
14986,28061,C,2025-12-19,5,Smt. V. Patil
14987,28701,C,2025-12-17,5,Shri B.N. Prasad
14988,28814,A,2025-10-29,4,Shri R.K. Kulkarni
14989,28988,C,2025-12-12,5,Shri M.V. Reddy
14990,29361,B,2025-11-18,5,Shri P.K. Sharma
14991,30612,B,2026-03-22,5,Shri M.V. Reddy
14992,31005,B,2026-04-09,5,Smt. K. Latha
14993,31111,C,2026-04-02,5,Shri A. Krishnamurthy
14994,33584,A,2026-04-11,5,Shri Y. Manjunath
14995,34121,A,2025-09-21,5,Shri S.R. Naik
14996,34257,A,2026-05-19,5,Shri R.K. Kulkarni
14997,34350,B,2026-01-21,5,Smt. K. Latha
14998,36202,B,2025-07-06,4,Shri R.K. Kulkarni
14999,36210,B,2025-05-02,5,Shri M.V. Reddy
15000,36652,B,2026-01-13,5,Smt. D. Savitha
15001,36756,A,2025-07-30,5,Shri A. Krishnamurthy
15002,37397,A,2025-09-13,5,Shri T.G. Rao
15003,40384,B,2025-06-01,4,Shri B.N. Prasad
15004,40800,A,2025-12-05,5,Shri T.G. Rao
15005,41771,B,2025-08-10,4,Shri S.R. Naik
15006,42263,A,2026-01-19,4,Smt. J. Anitha
15007,43101,B,2025-06-09,4,Shri P.K. Sharma
15008,43118,B,2026-02-10,5,Smt. V. Patil
15009,43658,B,2025-06-24,5,Shri M.V. Reddy
15010,44177,B,2025-06-15,4,Smt. D. Savitha
15011,45042,B,2025-11-12,4,Shri M.V. Reddy
15012,45151,B,2025-12-05,5,Smt. K. Latha
15013,45316,A,2025-09-10,5,Smt. K. Latha
15014,46586,B,2025-10-30,5,Shri A. Krishnamurthy
15015,48495,B,2026-01-18,4,Smt. N. Hegde
15016,48552,A,2025-08-20,5,Shri S.R. Naik
15017,48779,C,2025-10-26,5,Shri A. Krishnamurthy
15018,49160,B,2026-05-06,4,Shri A. Krishnamurthy
15019,25,B,2026-03-30,4,Shri P.K. Sharma
15020,2064,B,2026-06-30,5,Smt. D. Savitha
15021,3202,B,2026-04-06,5,Smt. V. Patil
15022,3733,B,2026-06-30,5,Smt. R. Sumathi
15023,5832,B,2026-04-20,4,Smt. R. Sumathi
15024,6021,B,2026-06-30,5,Shri A. Krishnamurthy
15025,6805,A,2026-06-30,4,Shri A. Krishnamurthy
15026,9909,A,2026-05-04,5,Shri B.N. Prasad
15027,10464,A,2026-05-01,5,Shri P.K. Sharma
15028,10861,C,2026-03-22,4,Shri M.V. Reddy
15029,10909,A,2026-06-30,5,Smt. R. Sumathi
15030,11053,B,2026-06-30,4,Smt. V. Patil
15031,12859,A,2026-06-30,4,Shri M.V. Reddy
15032,12969,A,2026-06-30,5,Smt. K. Latha
15033,13221,A,2026-06-30,4,Shri S.R. Naik
15034,14870,C,2026-05-03,4,Smt. V. Patil
15035,14979,A,2026-06-22,4,Smt. K. Latha
15036,15722,B,2026-05-30,5,Shri T.G. Rao
15037,16631,A,2026-06-27,5,Smt. V. Patil
15038,18069,B,2026-06-30,4,Shri Y. Manjunath
15039,22974,A,2026-06-16,4,Shri B.N. Prasad
15040,23132,A,2026-06-30,5,Smt. J. Anitha
15041,24559,B,2026-06-30,4,Smt. V. Patil
15042,25909,B,2026-05-12,4,Shri S.R. Naik
15043,27110,B,2026-05-04,4,Smt. V. Patil
15044,28912,B,2026-06-30,5,Smt. R. Sumathi
15045,28938,A,2026-06-30,4,Smt. K. Latha
15046,31050,B,2026-06-30,4,Shri S.R. Naik
15047,32700,B,2026-03-14,5,Smt. P. Sridevi
15048,33129,B,2026-06-30,4,Shri T.G. Rao
15049,33877,B,2026-06-30,4,Shri S.R. Naik
15050,35199,C,2026-05-29,4,Shri S.R. Naik
15051,38801,B,2026-06-30,5,Smt. D. Savitha
15052,40592,A,2026-05-15,4,Shri R.K. Kulkarni
15053,43382,B,2026-05-31,4,Smt. J. Anitha
15054,47967,A,2026-03-04,5,Smt. J. Anitha
15055,48958,B,2026-06-30,4,Shri B.N. Prasad
15056,5880,A,2023-08-31,5,Smt. R. Sumathi
15057,6724,A,2023-09-27,5,Smt. V. Patil
15058,14470,C,2024-01-27,5,Shri S.R. Naik
15059,26163,A,2023-07-18,5,Smt. P. Sridevi
15060,29005,B,2024-01-15,4,Shri S.R. Naik
15061,33621,B,2023-10-10,5,Shri R.K. Kulkarni
15062,36431,A,2023-10-19,4,Smt. D. Savitha
15063,42445,B,2023-09-12,5,Smt. K. Latha
15064,43181,B,2023-09-25,5,Smt. D. Savitha
15065,27012,B,2024-10-12,5,Shri T.G. Rao
15066,36899,B,2025-03-19,5,Smt. P. Sridevi
15067,39124,B,2024-03-29,4,Shri Y. Manjunath
15068,43129,B,2024-06-06,5,Smt. K. Latha
15069,43506,B,2025-04-19,5,Shri R.K. Kulkarni
15070,7068,C,2026-05-10,4,Shri P.K. Sharma
15071,12042,A,2025-10-23,4,Shri M.V. Reddy
15072,33091,C,2025-11-27,5,Smt. N. Hegde
15073,45989,A,2026-04-28,5,Smt. K. Latha
15074,49066,B,2025-05-21,4,Shri R.K. Kulkarni
15075,27438,A,2026-06-16,5,Smt. D. Savitha
15076,31269,B,2026-06-30,5,Smt. R. Sumathi
15077,33747,A,2026-06-30,4,Smt. R. Sumathi
15078,44331,B,2026-06-26,5,Smt. J. Anitha
15079,13156,C,2023-10-04,4,Smt. N. Hegde
15080,22109,B,2023-05-09,5,Smt. R. Sumathi
15081,24464,B,2023-11-08,5,Smt. K. Latha
15082,24905,A,2023-09-04,4,Smt. V. Patil
15083,36684,B,2024-04-04,5,Smt. J. Anitha
15084,42397,B,2023-12-14,4,Smt. J. Anitha
15085,42984,A,2024-03-16,5,Smt. D. Savitha
15086,45401,A,2024-03-14,5,Smt. N. Hegde
15087,46050,B,2023-03-23,4,Shri A. Krishnamurthy
15088,47704,B,2023-08-23,5,Shri P.K. Sharma
15089,2514,B,2024-04-24,5,Shri S.R. Naik
15090,7135,B,2025-03-28,5,Shri R.K. Kulkarni
15091,12579,A,2024-12-06,4,Smt. R. Sumathi
15092,17575,A,2024-05-29,4,Shri R.K. Kulkarni
15093,26546,B,2025-05-15,5,Shri S.R. Naik
15094,30854,B,2024-10-02,4,Smt. D. Savitha
15095,32388,B,2024-06-30,4,Shri B.N. Prasad
15096,34038,A,2025-02-23,5,Shri M.V. Reddy
15097,34159,A,2024-08-30,4,Smt. K. Latha
15098,34445,C,2024-04-24,5,Shri P.K. Sharma
15099,41199,C,2024-08-07,5,Shri Y. Manjunath
15100,46066,A,2025-01-01,4,Shri Y. Manjunath
15101,48503,B,2025-02-21,5,Smt. J. Anitha
15102,98,A,2025-09-09,4,Smt. K. Latha
15103,1984,B,2025-08-31,5,Smt. K. Latha
15104,7362,B,2025-11-13,5,Shri Y. Manjunath
15105,14103,A,2025-05-27,5,Smt. J. Anitha
15106,16630,A,2025-09-30,4,Shri B.N. Prasad
15107,34968,A,2026-01-18,4,Smt. R. Sumathi
15108,14540,B,2026-06-30,5,Shri R.K. Kulkarni
15109,23214,A,2026-06-30,5,Shri A. Krishnamurthy
15110,31695,B,2026-06-20,5,Smt. N. Hegde
15111,41592,B,2026-06-30,5,Smt. N. Hegde
15112,3881,B,2023-10-28,4,Smt. P. Sridevi
15113,15822,A,2023-10-12,4,Shri S.R. Naik
15114,3906,B,2024-09-27,5,Smt. R. Sumathi
15115,7425,B,2024-07-19,4,Shri A. Krishnamurthy
15116,10612,B,2024-12-21,4,Smt. V. Patil
15117,31324,B,2025-03-08,5,Shri R.K. Kulkarni
15118,44793,B,2024-05-27,4,Smt. V. Patil
15119,48272,B,2024-12-28,4,Shri S.R. Naik
15120,19772,C,2025-10-24,5,Shri B.N. Prasad
15121,28974,A,2025-08-05,4,Shri P.K. Sharma
15122,32003,B,2025-07-30,4,Smt. P. Sridevi
15123,37864,B,2025-12-31,5,Smt. D. Savitha
15124,38297,A,2026-06-02,5,Smt. V. Patil
15125,38795,B,2026-03-03,5,Shri M.V. Reddy
15126,46018,A,2026-02-11,5,Shri P.K. Sharma
15127,46194,A,2026-01-23,5,Smt. D. Savitha
15128,46837,A,2025-12-09,5,Shri R.K. Kulkarni
15129,341,B,2023-09-09,4,Shri T.G. Rao
15130,458,A,2023-08-13,4,Shri B.N. Prasad
15131,596,A,2024-06-01,4,Shri B.N. Prasad
15132,2904,B,2023-12-22,4,Smt. P. Sridevi
15133,4935,B,2024-04-09,4,Smt. N. Hegde
15134,5466,C,2023-08-23,4,Smt. K. Latha
15135,6988,A,2024-04-05,5,Smt. J. Anitha
15136,7507,B,2023-05-31,4,Smt. P. Sridevi
15137,7697,B,2023-05-03,5,Shri B.N. Prasad
15138,7814,C,2023-12-04,5,Shri T.G. Rao
15139,10008,A,2024-04-30,5,Shri P.K. Sharma
15140,10201,B,2023-07-12,4,Shri T.G. Rao
15141,10838,C,2024-04-10,4,Shri S.R. Naik
15142,12090,C,2023-07-10,5,Shri B.N. Prasad
15143,12149,B,2023-10-12,4,Shri A. Krishnamurthy
15144,13047,B,2024-02-18,4,Smt. R. Sumathi
15145,13180,A,2023-08-13,4,Smt. N. Hegde
15146,13443,A,2023-07-05,5,Smt. N. Hegde
15147,13598,A,2023-07-12,4,Shri R.K. Kulkarni
15148,13925,A,2023-08-09,4,Shri B.N. Prasad
15149,14669,A,2023-08-19,5,Shri Y. Manjunath
15150,14755,B,2023-12-05,5,Smt. K. Latha
15151,16078,B,2023-11-26,5,Shri S.R. Naik
15152,16645,C,2024-01-24,4,Smt. J. Anitha
15153,17152,B,2023-11-19,4,Smt. P. Sridevi
15154,18403,A,2023-10-14,5,Shri Y. Manjunath
15155,18986,B,2024-04-25,5,Smt. V. Patil
15156,19513,A,2024-04-28,5,Shri M.V. Reddy
15157,19756,A,2024-05-23,5,Smt. D. Savitha
15158,20257,B,2023-06-27,5,Smt. R. Sumathi
